received_timestamp,cardIndex,currentReward,finalKontostand,klickZeiten,timestamp,,values
2025-01-30T15:15:50.293621+00:00,,,,,,,"{""EDA"": 0.01600000075995922, ""ECG"": 0.968999981880188}"
2025-01-30T15:15:50.294652+00:00,,,,,,,"{""EDA"": -0.07400000095367432, ""ECG"": 0.5740000009536743}"
2025-01-30T15:15:51.309704+00:00,,,,,,,"{""EDA"": -0.050999999046325684, ""ECG"": -0.6859999895095825}"
2025-01-30T15:15:51.310105+00:00,,,,,,,"{""EDA"": -0.014999999664723873, ""ECG"": -0.8899999856948853}"
2025-01-30T15:15:51.310105+00:00,,,,,,,"{""EDA"": 0.1379999965429306, ""ECG"": 0.2280000001192093}"
2025-01-30T15:15:51.310105+00:00,,,,,,,"{""EDA"": 0.2549999952316284, ""ECG"": 1.0290000438690186}"
2025-01-30T15:15:51.311030+00:00,,,,,,,"{""EDA"": 0.3709999918937683, ""ECG"": 0.2770000100135803}"
2025-01-30T15:15:52.308602+00:00,,,,,,,"{""EDA"": 0.7170000076293945, ""ECG"": -0.8190000057220459}"
2025-01-30T15:15:52.309124+00:00,,,,,,,"{""EDA"": 0.8349999785423279, ""ECG"": -0.734000027179718}"
2025-01-30T15:15:52.309124+00:00,,,,,,,"{""EDA"": 1.1330000162124634, ""ECG"": 0.5230000019073486}"
2025-01-30T15:15:52.309124+00:00,,,,,,,"{""EDA"": 1.4479999542236328, ""ECG"": 0.953000009059906}"
2025-01-30T15:15:53.282442+00:00,,,,,,,"{""EDA"": 1.843999981880188, ""ECG"": -0.13699999451637268}"
2025-01-30T15:15:53.282970+00:00,,,,,,,"{""EDA"": 2.01200008392334, ""ECG"": -0.9990000128746033}"
2025-01-30T15:15:53.282970+00:00,,,,,,,"{""EDA"": 2.4760000705718994, ""ECG"": -0.18000000715255737}"
2025-01-30T15:15:53.283622+00:00,,,,,,,"{""EDA"": 2.7060000896453857, ""ECG"": 0.859000027179718}"
2025-01-30T15:15:53.284128+00:00,,,,,,,"{""EDA"": 3.0220000743865967, ""ECG"": 0.6029999852180481}"
2025-01-30T15:15:54.307011+00:00,,,,,,,"{""EDA"": 3.443000078201294, ""ECG"": -0.5709999799728394}"
2025-01-30T15:15:54.308607+00:00,,,,,,,"{""EDA"": 3.6610000133514404, ""ECG"": -0.9440000057220459}"
2025-01-30T15:15:54.308607+00:00,,,,,,,"{""EDA"": 4.020999908447266, ""ECG"": 0.10700000077486038}"
2025-01-30T15:15:54.308607+00:00,,,,,,,"{""EDA"": 4.308000087738037, ""ECG"": 0.9599999785423279}"
2025-01-30T15:15:54.309622+00:00,,,,,,,"{""EDA"": 4.427000045776367, ""ECG"": 0.33500000834465027}"
2025-01-30T15:15:55.293747+00:00,,,,,,,"{""EDA"": 4.620999813079834, ""ECG"": -0.8579999804496765}"
2025-01-30T15:15:55.293747+00:00,,,,,,,"{""EDA"": 4.86299991607666, ""ECG"": -0.7310000061988831}"
2025-01-30T15:15:55.295348+00:00,,,,,,,"{""EDA"": 4.822999954223633, ""ECG"": 0.5460000038146973}"
2025-01-30T15:15:55.295348+00:00,,,,,,,"{""EDA"": 4.947999954223633, ""ECG"": 0.9070000052452087}"
2025-01-30T15:15:56.304907+00:00,,,,,,,"{""EDA"": 5.059999942779541, ""ECG"": -0.1459999978542328}"
2025-01-30T15:15:56.306592+00:00,,,,,,,"{""EDA"": 5.040999889373779, ""ECG"": -1.0369999408721924}"
2025-01-30T15:15:56.306592+00:00,,,,,,,"{""EDA"": 4.951000213623047, ""ECG"": -0.33899998664855957}"
2025-01-30T15:15:56.309442+00:00,,,,,,,"{""EDA"": 4.804999828338623, ""ECG"": 0.8790000081062317}"
2025-01-30T15:15:56.309442+00:00,,,,,,,"{""EDA"": 4.718999862670898, ""ECG"": 0.7289999723434448}"
2025-01-30T15:15:57.300809+00:00,,,,,,,"{""EDA"": 4.552000045776367, ""ECG"": -0.49000000953674316}"
2025-01-30T15:15:57.302479+00:00,,,,,,,"{""EDA"": 4.190999984741211, ""ECG"": -0.9769999980926514}"
2025-01-30T15:15:57.302479+00:00,,,,,,,"{""EDA"": 4.040999889373779, ""ECG"": -0.08699999749660492}"
2025-01-30T15:15:57.302479+00:00,,,,,,,"{""EDA"": 3.627000093460083, ""ECG"": 0.9319999814033508}"
2025-01-30T15:15:57.303595+00:00,,,,,,,"{""EDA"": 3.4839999675750732, ""ECG"": 0.5049999952316284}"
2025-01-30T15:15:58.296159+00:00,,,,,,,"{""EDA"": 3.078000068664551, ""ECG"": -0.6650000214576721}"
2025-01-30T15:15:58.296916+00:00,,,,,,,"{""EDA"": 2.7130000591278076, ""ECG"": -0.8600000143051147}"
2025-01-30T15:15:58.296916+00:00,,,,,,,"{""EDA"": 2.494999885559082, ""ECG"": 0.29899999499320984}"
2025-01-30T15:15:58.296916+00:00,,,,,,,"{""EDA"": 2.11299991607666, ""ECG"": 1.0190000534057617}"
2025-01-30T15:15:59.340803+00:00,,,,,,,"{""EDA"": 1.8309999704360962, ""ECG"": 0.2329999953508377}"
2025-01-30T15:15:59.366936+00:00,,,,,,,"{""EDA"": 1.4450000524520874, ""ECG"": -0.8640000224113464}"
2025-01-30T15:15:59.368557+00:00,,,,,,,"{""EDA"": 1.1369999647140503, ""ECG"": -0.5049999952316284}"
2025-01-30T15:15:59.368557+00:00,,,,,,,"{""EDA"": 0.8169999718666077, ""ECG"": 0.8550000190734863}"
2025-01-30T15:15:59.368557+00:00,,,,,,,"{""EDA"": 0.5690000057220459, ""ECG"": 0.48500001430511475}"
2025-01-30T15:16:00.476746+00:00,,,,,,,"{""EDA"": 0.3490000069141388, ""ECG"": -0.8429999947547913}"
2025-01-30T15:16:00.476746+00:00,,,,,,,"{""EDA"": 0.11299999803304672, ""ECG"": 0.3919999897480011}"
2025-01-30T15:16:00.492224+00:00,,,,,,,"{""EDA"": 0.035999998450279236, ""ECG"": 0.8519999980926514}"
2025-01-30T15:16:00.496792+00:00,,,,,,,"{""EDA"": -0.035999998450279236, ""ECG"": -0.5329999923706055}"
2025-01-30T15:16:01.314252+00:00,,,,,,,"{""EDA"": 0.09700000286102295, ""ECG"": -0.8159999847412109}"
2025-01-30T15:16:01.315255+00:00,,,,,,,"{""EDA"": 0.09600000083446503, ""ECG"": 0.3230000138282776}"
2025-01-30T15:16:01.315691+00:00,,,,,,,"{""EDA"": 0.3330000042915344, ""ECG"": 0.9810000061988831}"
2025-01-30T15:16:02.293015+00:00,,,,,,,"{""EDA"": 0.421999990940094, ""ECG"": -0.12099999934434891}"
2025-01-30T15:16:02.294031+00:00,,,,,,,"{""EDA"": 0.7570000290870667, ""ECG"": -1.0049999952316284}"
2025-01-30T15:16:02.294031+00:00,,,,,,,"{""EDA"": 0.8889999985694885, ""ECG"": -0.2720000147819519}"
2025-01-30T15:16:02.294031+00:00,,,,,,,"{""EDA"": 1.2200000286102295, ""ECG"": 0.8569999933242798}"
2025-01-30T15:16:02.295661+00:00,,,,,,,"{""EDA"": 1.5119999647140503, ""ECG"": 0.6539999842643738}"
2025-01-30T15:16:03.340415+00:00,,,,,,,"{""EDA"": 1.8329999446868896, ""ECG"": -0.5529999732971191}"
2025-01-30T15:16:03.340922+00:00,,,,,,,"{""EDA"": 2.115999937057495, ""ECG"": -0.9190000295639038}"
2025-01-30T15:16:03.340922+00:00,,,,,,,"{""EDA"": 2.509999990463257, ""ECG"": 0.08299999684095383}"
2025-01-30T15:16:03.340922+00:00,,,,,,,"{""EDA"": 2.7939999103546143, ""ECG"": 1.003000020980835}"
2025-01-30T15:16:03.342525+00:00,,,,,,,"{""EDA"": 3.234999895095825, ""ECG"": 0.2930000126361847}"
2025-01-30T15:16:04.286285+00:00,,,,,,,"{""EDA"": 3.443000078201294, ""ECG"": -0.8019999861717224}"
2025-01-30T15:16:04.288038+00:00,,,,,,,"{""EDA"": 3.805000066757202, ""ECG"": -0.8019999861717224}"
2025-01-30T15:16:04.288038+00:00,,,,,,,"{""EDA"": 4.013999938964844, ""ECG"": 0.4749999940395355}"
2025-01-30T15:16:04.289841+00:00,,,,,,,"{""EDA"": 4.3979997634887695, ""ECG"": 0.9269999861717224}"
2025-01-30T15:16:05.295110+00:00,,,,,,,"{""EDA"": 4.428999900817871, ""ECG"": -0.010999999940395355}"
2025-01-30T15:16:05.296122+00:00,,,,,,,"{""EDA"": 4.711999893188477, ""ECG"": -0.9300000071525574}"
2025-01-30T15:16:05.296122+00:00,,,,,,,"{""EDA"": 4.788000106811523, ""ECG"": -0.5149999856948853}"
2025-01-30T15:16:05.296122+00:00,,,,,,,"{""EDA"": 4.995999813079834, ""ECG"": 0.675000011920929}"
2025-01-30T15:16:05.297830+00:00,,,,,,,"{""EDA"": 4.988999843597412, ""ECG"": 0.8450000286102295}"
2025-01-30T15:16:06.302006+00:00,,,,,,,"{""EDA"": 4.980000019073486, ""ECG"": -0.29899999499320984}"
2025-01-30T15:16:06.302567+00:00,,,,,,,"{""EDA"": 4.864999771118164, ""ECG"": -0.9210000038146973}"
2025-01-30T15:16:06.302567+00:00,,,,,,,"{""EDA"": 4.834000110626221, ""ECG"": -0.009999999776482582}"
2025-01-30T15:16:06.302567+00:00,,,,,,,"{""EDA"": 4.7820000648498535, ""ECG"": 0.925000011920929}"
2025-01-30T15:16:06.303576+00:00,,,,,,,"{""EDA"": 4.5960001945495605, ""ECG"": 0.4959999918937683}"
2025-01-30T15:16:07.296693+00:00,,,,,,,"{""EDA"": 4.321000099182129, ""ECG"": -0.7639999985694885}"
2025-01-30T15:16:07.297546+00:00,,,,,,,"{""EDA"": 4.144000053405762, ""ECG"": -0.8109999895095825}"
2025-01-30T15:16:07.297546+00:00,,,,,,,"{""EDA"": 3.878999948501587, ""ECG"": 0.34200000762939453}"
2025-01-30T15:16:07.297546+00:00,,,,,,,"{""EDA"": 3.621999979019165, ""ECG"": 1.0180000066757202}"
2025-01-30T15:16:08.310211+00:00,,,,,,,"{""EDA"": 3.2260000705718994, ""ECG"": 0.1770000010728836}"
2025-01-30T15:16:08.311874+00:00,,,,,,,"{""EDA"": 2.9639999866485596, ""ECG"": -0.9639999866485596}"
2025-01-30T15:16:08.311874+00:00,,,,,,,"{""EDA"": 2.6630001068115234, ""ECG"": -0.6039999723434448}"
2025-01-30T15:16:08.311874+00:00,,,,,,,"{""EDA"": 2.4230000972747803, ""ECG"": 0.6330000162124634}"
2025-01-30T15:16:08.313470+00:00,,,,,,,"{""EDA"": 1.86899995803833, ""ECG"": 0.7689999938011169}"
2025-01-30T15:16:09.302073+00:00,,,,,,,"{""EDA"": 1.6449999809265137, ""ECG"": -0.39500001072883606}"
2025-01-30T15:16:09.303142+00:00,,,,,,,"{""EDA"": 1.2710000276565552, ""ECG"": -1.024999976158142}"
2025-01-30T15:16:09.303142+00:00,,,,,,,"{""EDA"": 1.1230000257492065, ""ECG"": -0.125}"
2025-01-30T15:16:09.303674+00:00,,,,,,,"{""EDA"": 0.875, ""ECG"": 0.9470000267028809}"
2025-01-30T15:16:09.304209+00:00,,,,,,,"{""EDA"": 0.6359999775886536, ""ECG"": 0.5370000004768372}"
2025-01-30T15:16:10.291801+00:00,,,,,,,"{""EDA"": 0.3499999940395355, ""ECG"": -0.5910000205039978}"
2025-01-30T15:16:10.292342+00:00,,,,,,,"{""EDA"": 0.12600000202655792, ""ECG"": -0.9100000262260437}"
2025-01-30T15:16:10.293473+00:00,,,,,,,"{""EDA"": 0.10499999672174454, ""ECG"": 0.1850000023841858}"
2025-01-30T15:16:10.294483+00:00,,,,,,,"{""EDA"": -0.05299999937415123, ""ECG"": 1.0}"
2025-01-30T15:16:10.294992+00:00,,,,,,,"{""EDA"": 0.0560000017285347, ""ECG"": 0.33500000834465027}"
2025-01-30T15:16:11.295878+00:00,,,,,,,"{""EDA"": -0.004000000189989805, ""ECG"": -0.890999972820282}"
2025-01-30T15:16:11.296404+00:00,,,,,,,"{""EDA"": 0.10000000149011612, ""ECG"": -0.6570000052452087}"
2025-01-30T15:16:11.296932+00:00,,,,,,,"{""EDA"": 0.17800000309944153, ""ECG"": 0.6480000019073486}"
2025-01-30T15:16:11.296932+00:00,,,,,,,"{""EDA"": 0.3070000112056732, ""ECG"": 0.953000009059906}"
2025-01-30T15:16:12.316080+00:00,,,,,,,"{""EDA"": 0.4269999861717224, ""ECG"": -0.14499999582767487}"
2025-01-30T15:16:12.317839+00:00,,,,,,,"{""EDA"": 0.7670000195503235, ""ECG"": -1.034000039100647}"
2025-01-30T15:16:12.317839+00:00,,,,,,,"{""EDA"": 1.0490000247955322, ""ECG"": -0.37599998712539673}"
2025-01-30T15:16:12.320651+00:00,,,,,,,"{""EDA"": 1.2589999437332153, ""ECG"": 0.8399999737739563}"
2025-01-30T15:16:12.326708+00:00,,,,,,,"{""EDA"": 1.4910000562667847, ""ECG"": 0.7739999890327454}"
2025-01-30T15:16:14.964430+00:00,,,,,,,"{""EDA"": 1.8849999904632568, ""ECG"": -0.5199999809265137}"
2025-01-30T15:16:14.965442+00:00,,,,,,,"{""EDA"": 2.2279999256134033, ""ECG"": -0.9290000200271606}"
2025-01-30T15:16:14.965965+00:00,,,,,,,"{""EDA"": 2.486999988555908, ""ECG"": 0.03799999877810478}"
2025-01-30T15:16:14.967007+00:00,,,,,,,"{""EDA"": 2.8480000495910645, ""ECG"": 0.9649999737739563}"
2025-01-30T15:16:14.967545+00:00,,,,,,,"{""EDA"": 3.2109999656677246, ""ECG"": 0.16500000655651093}"
2025-01-30T15:16:14.968070+00:00,,,,,,,"{""EDA"": 3.558000087738037, ""ECG"": -0.925000011920929}"
2025-01-30T15:16:14.968643+00:00,,,,,,,"{""EDA"": 3.8299999237060547, ""ECG"": -0.45899999141693115}"
2025-01-30T15:16:14.969656+00:00,,,,,,,"{""EDA"": 4.239999771118164, ""ECG"": 0.7699999809265137}"
2025-01-30T15:16:14.970172+00:00,,,,,,,"{""EDA"": 4.389999866485596, ""ECG"": 0.7730000019073486}"
2025-01-30T15:16:14.971241+00:00,,,,,,,"{""EDA"": 4.617000102996826, ""ECG"": -0.6159999966621399}"
2025-01-30T15:16:14.971771+00:00,,,,,,,"{""EDA"": 4.866000175476074, ""ECG"": -0.8569999933242798}"
2025-01-30T15:16:14.972783+00:00,,,,,,,"{""EDA"": 4.820000171661377, ""ECG"": 0.4050000011920929}"
2025-01-30T15:16:15.321022+00:00,,,,,,,"{""EDA"": 5.038000106811523, ""ECG"": 0.9300000071525574}"
2025-01-30T15:16:15.652155+00:00,,,,,,,"{""EDA"": 5.00600004196167, ""ECG"": -0.257999986410141}"
2025-01-30T15:16:15.652700+00:00,,,,,,,"{""EDA"": 4.869999885559082, ""ECG"": -0.9639999866485596}"
2025-01-30T15:16:16.380061+00:00,,,,,,,"{""EDA"": 4.9029998779296875, ""ECG"": -0.09300000220537186}"
2025-01-30T15:16:16.398906+00:00,,,,,,,"{""EDA"": 4.7170000076293945, ""ECG"": 0.9890000224113464}"
2025-01-30T15:16:16.439581+00:00,,,,,,,"{""EDA"": 4.546999931335449, ""ECG"": 0.25200000405311584}"
2025-01-30T15:16:17.918229+00:00,,,,,,,"{""EDA"": 4.269000053405762, ""ECG"": -1.0219999551773071}"
2025-01-30T15:16:17.919973+00:00,,,,,,,"{""EDA"": 3.88100004196167, ""ECG"": 0.1340000033378601}"
2025-01-30T15:16:17.919973+00:00,,,,,,,"{""EDA"": 3.700000047683716, ""ECG"": 0.9860000014305115}"
2025-01-30T15:16:17.920988+00:00,,,,,,,"{""EDA"": 3.181999921798706, ""ECG"": -0.3709999918937683}"
2025-01-30T15:16:17.920988+00:00,,,,,,,"{""EDA"": 2.828000068664551, ""ECG"": -0.9860000014305115}"
2025-01-30T15:16:17.921499+00:00,,,,,,,"{""EDA"": 2.444000005722046, ""ECG"": 0.38100001215934753}"
2025-01-30T15:16:18.752913+00:00,,,,,,,"{""EDA"": 1.9670000076293945, ""ECG"": 0.8790000081062317}"
2025-01-30T15:16:18.753947+00:00,,,,,,,"{""EDA"": 1.6640000343322754, ""ECG"": -0.46799999475479126}"
2025-01-30T15:16:18.753947+00:00,,,,,,,"{""EDA"": 1.3700000047683716, ""ECG"": -1.003999948501587}"
2025-01-30T15:16:19.298071+00:00,,,,,,,"{""EDA"": 1.0260000228881836, ""ECG"": 0.0689999982714653}"
2025-01-30T15:16:19.300539+00:00,,,,,,,"{""EDA"": 0.7450000047683716, ""ECG"": 1.003999948501587}"
2025-01-30T15:16:20.302587+00:00,,,,,,,"{""EDA"": 0.4269999861717224, ""ECG"": 0.25}"
2025-01-30T15:16:20.303399+00:00,,,,,,,"{""EDA"": 0.2930000126361847, ""ECG"": -0.9570000171661377}"
2025-01-30T15:16:20.304040+00:00,,,,,,,"{""EDA"": 0.13899999856948853, ""ECG"": -0.3840000033378601}"
2025-01-30T15:16:20.304558+00:00,,,,,,,"{""EDA"": 0.057999998331069946, ""ECG"": 0.8569999933242798}"
2025-01-30T15:16:20.304558+00:00,,,,,,,"{""EDA"": 0.06400000303983688, ""ECG"": 0.5600000023841858}"
2025-01-30T15:16:21.301164+00:00,,,,,,,"{""EDA"": 0.041999999433755875, ""ECG"": -0.7749999761581421}"
2025-01-30T15:16:21.302024+00:00,,,,,,,"{""EDA"": 0.05400000140070915, ""ECG"": -0.722000002861023}"
2025-01-30T15:16:21.302024+00:00,,,,,,,"{""EDA"": 0.27900001406669617, ""ECG"": 0.7889999747276306}"
2025-01-30T15:16:21.303032+00:00,,,,,,,"{""EDA"": 0.4309999942779541, ""ECG"": 0.7149999737739563}"
2025-01-30T15:16:22.302543+00:00,,,,,,,"{""EDA"": 0.6570000052452087, ""ECG"": -0.4749999940395355}"
2025-01-30T15:16:22.304330+00:00,,,,,,,"{""EDA"": 0.8399999737739563, ""ECG"": -0.9100000262260437}"
2025-01-30T15:16:22.304330+00:00,,,,,,,"{""EDA"": 1.034999966621399, ""ECG"": 0.3569999933242798}"
2025-01-30T15:16:22.304330+00:00,,,,,,,"{""EDA"": 1.468999981880188, ""ECG"": 1.0160000324249268}"
2025-01-30T15:16:23.301617+00:00,,,,,,,"{""EDA"": 1.840000033378601, ""ECG"": -0.29100000858306885}"
2025-01-30T15:16:23.303228+00:00,,,,,,,"{""EDA"": 2.140000104904175, ""ECG"": -0.9470000267028809}"
2025-01-30T15:16:23.304780+00:00,,,,,,,"{""EDA"": 2.555999994277954, ""ECG"": 0.017999999225139618}"
2025-01-30T15:16:23.305820+00:00,,,,,,,"{""EDA"": 2.806999921798706, ""ECG"": 0.9200000166893005}"
2025-01-30T15:16:23.305820+00:00,,,,,,,"{""EDA"": 3.078000068664551, ""ECG"": 0.4410000145435333}"
2025-01-30T15:16:24.301048+00:00,,,,,,,"{""EDA"": 3.38100004196167, ""ECG"": -0.7979999780654907}"
2025-01-30T15:16:24.301792+00:00,,,,,,,"{""EDA"": 3.7860000133514404, ""ECG"": -0.7730000019073486}"
2025-01-30T15:16:24.301792+00:00,,,,,,,"{""EDA"": 4.119999885559082, ""ECG"": 0.33799999952316284}"
2025-01-30T15:16:24.302801+00:00,,,,,,,"{""EDA"": 4.388000011444092, ""ECG"": 0.9480000138282776}"
2025-01-30T15:16:25.297495+00:00,,,,,,,"{""EDA"": 4.413000106811523, ""ECG"": 0.07699999958276749}"
2025-01-30T15:16:25.298445+00:00,,,,,,,"{""EDA"": 4.622000217437744, ""ECG"": -0.8939999938011169}"
2025-01-30T15:16:25.298445+00:00,,,,,,,"{""EDA"": 4.830999851226807, ""ECG"": -0.5360000133514404}"
2025-01-30T15:16:25.299454+00:00,,,,,,,"{""EDA"": 4.868000030517578, ""ECG"": 0.7680000066757202}"
2025-01-30T15:16:25.299971+00:00,,,,,,,"{""EDA"": 4.985000133514404, ""ECG"": 0.753000020980835}"
2025-01-30T15:16:26.293654+00:00,,,,,,,"{""EDA"": 5.058000087738037, ""ECG"": -0.3630000054836273}"
2025-01-30T15:16:26.294775+00:00,,,,,,,"{""EDA"": 4.894000053405762, ""ECG"": -1.0180000066757202}"
2025-01-30T15:16:26.295776+00:00,,,,,,,"{""EDA"": 4.86899995803833, ""ECG"": -0.12999999523162842}"
2025-01-30T15:16:26.295776+00:00,,,,,,,"{""EDA"": 4.810999870300293, ""ECG"": 0.9290000200271606}"
2025-01-30T15:16:26.297187+00:00,,,,,,,"{""EDA"": 4.629000186920166, ""ECG"": 0.6060000061988831}"
2025-01-30T15:16:27.302253+00:00,,,,,,,"{""EDA"": 4.500999927520752, ""ECG"": -0.7049999833106995}"
2025-01-30T15:16:27.302253+00:00,,,,,,,"{""EDA"": 4.234000205993652, ""ECG"": -0.8679999709129333}"
2025-01-30T15:16:27.303580+00:00,,,,,,,"{""EDA"": 3.930000066757202, ""ECG"": 0.2460000067949295}"
2025-01-30T15:16:27.303580+00:00,,,,,,,"{""EDA"": 3.619999885559082, ""ECG"": 0.9860000014305115}"
2025-01-30T15:16:28.304144+00:00,,,,,,,"{""EDA"": 3.2750000953674316, ""ECG"": 0.20200000703334808}"
2025-01-30T15:16:28.305852+00:00,,,,,,,"{""EDA"": 3.1050000190734863, ""ECG"": -0.8840000033378601}"
2025-01-30T15:16:28.305852+00:00,,,,,,,"{""EDA"": 2.6059999465942383, ""ECG"": -0.6759999990463257}"
2025-01-30T15:16:28.306892+00:00,,,,,,,"{""EDA"": 2.244999885559082, ""ECG"": 0.6290000081062317}"
2025-01-30T15:16:28.307427+00:00,,,,,,,"{""EDA"": 2.052999973297119, ""ECG"": 0.9240000247955322}"
2025-01-30T15:16:29.300078+00:00,,,,,,,"{""EDA"": 1.746999979019165, ""ECG"": -0.12200000137090683}"
2025-01-30T15:16:29.300949+00:00,,,,,,,"{""EDA"": 1.4279999732971191, ""ECG"": -0.9679999947547913}"
2025-01-30T15:16:29.300949+00:00,,,,,,,"{""EDA"": 1.1920000314712524, ""ECG"": -0.37400001287460327}"
2025-01-30T15:16:29.300949+00:00,,,,,,,"{""EDA"": 0.8289999961853027, ""ECG"": 0.7509999871253967}"
2025-01-30T15:16:29.301980+00:00,,,,,,,"{""EDA"": 0.6060000061988831, ""ECG"": 0.8190000057220459}"
2025-01-30T15:16:30.308517+00:00,,,,,,,"{""EDA"": 0.3709999918937683, ""ECG"": -0.3610000014305115}"
2025-01-30T15:16:30.309209+00:00,,,,,,,"{""EDA"": 0.335999995470047, ""ECG"": -0.9549999833106995}"
2025-01-30T15:16:30.309209+00:00,,,,,,,"{""EDA"": 0.19900000095367432, ""ECG"": -0.050999999046325684}"
2025-01-30T15:16:30.310237+00:00,,,,,,,"{""EDA"": -0.04100000113248825, ""ECG"": 0.9760000109672546}"
2025-01-30T15:16:30.310237+00:00,,,,,,,"{""EDA"": 0.04500000178813934, ""ECG"": 0.46799999475479126}"
2025-01-30T15:16:31.294063+00:00,,,,,,,"{""EDA"": -0.0, ""ECG"": -0.7020000219345093}"
2025-01-30T15:16:31.295713+00:00,,,,,,,"{""EDA"": -0.004000000189989805, ""ECG"": -0.8989999890327454}"
2025-01-30T15:16:31.297272+00:00,,,,,,,"{""EDA"": 0.09399999678134918, ""ECG"": 0.24400000274181366}"
2025-01-30T15:16:31.297272+00:00,,,,,,,"{""EDA"": 0.20100000500679016, ""ECG"": 0.9729999899864197}"
2025-01-30T15:16:32.307391+00:00,,,,,,,"{""EDA"": 0.47200000286102295, ""ECG"": 0.22200000286102295}"
2025-01-30T15:16:32.307977+00:00,,,,,,,"{""EDA"": 0.6549999713897705, ""ECG"": -0.9129999876022339}"
2025-01-30T15:16:32.307977+00:00,,,,,,,"{""EDA"": 0.972000002861023, ""ECG"": -0.6380000114440918}"
2025-01-30T15:16:32.308996+00:00,,,,,,,"{""EDA"": 1.1510000228881836, ""ECG"": 0.597000002861023}"
2025-01-30T15:16:32.308996+00:00,,,,,,,"{""EDA"": 1.5, ""ECG"": 0.9779999852180481}"
2025-01-30T15:16:33.299738+00:00,,,,,,,"{""EDA"": 1.7130000591278076, ""ECG"": -0.1589999943971634}"
2025-01-30T15:16:33.299738+00:00,,,,,,,"{""EDA"": 2.135999917984009, ""ECG"": -0.9599999785423279}"
2025-01-30T15:16:33.300748+00:00,,,,,,,"{""EDA"": 2.3299999237060547, ""ECG"": -0.2879999876022339}"
2025-01-30T15:16:33.301257+00:00,,,,,,,"{""EDA"": 2.7070000171661377, ""ECG"": 0.8579999804496765}"
2025-01-30T15:16:33.301257+00:00,,,,,,,"{""EDA"": 2.9800000190734863, ""ECG"": 0.7440000176429749}"
2025-01-30T15:16:34.305052+00:00,,,,,,,"{""EDA"": 3.3540000915527344, ""ECG"": -0.4390000104904175}"
2025-01-30T15:16:34.306592+00:00,,,,,,,"{""EDA"": 3.7690000534057617, ""ECG"": -1.0099999904632568}"
2025-01-30T15:16:34.306592+00:00,,,,,,,"{""EDA"": 3.9579999446868896, ""ECG"": -0.03400000184774399}"
2025-01-30T15:16:34.306592+00:00,,,,,,,"{""EDA"": 4.124000072479248, ""ECG"": 0.925000011920929}"
2025-01-30T15:16:34.308821+00:00,,,,,,,"{""EDA"": 4.484000205993652, ""ECG"": 0.5170000195503235}"
2025-01-30T15:16:35.606788+00:00,,,,,,,"{""EDA"": 4.539999961853027, ""ECG"": -0.6980000138282776}"
2025-01-30T15:16:35.607295+00:00,,,,,,,"{""EDA"": 4.874000072479248, ""ECG"": -0.1340000033378601}"
2025-01-30T15:16:35.607295+00:00,,,,,,,"{""EDA"": 5.061999797821045, ""ECG"": 0.5799999833106995}"
2025-01-30T15:16:35.607295+00:00,,,,,,,"{""EDA"": 5.072999954223633, ""ECG"": -0.7720000147819519}"
2025-01-30T15:16:36.306972+00:00,,,,,,,"{""EDA"": 4.949999809265137, ""ECG"": -0.753000020980835}"
2025-01-30T15:16:36.308006+00:00,,,,,,,"{""EDA"": 4.745999813079834, ""ECG"": 0.39899998903274536}"
2025-01-30T15:16:36.308515+00:00,,,,,,,"{""EDA"": 4.756999969482422, ""ECG"": 0.953000009059906}"
2025-01-30T15:16:37.305706+00:00,,,,,,,"{""EDA"": 4.520999908447266, ""ECG"": 0.010999999940395355}"
2025-01-30T15:16:37.305706+00:00,,,,,,,"{""EDA"": 4.374000072479248, ""ECG"": -0.9879999756813049}"
2025-01-30T15:16:37.306723+00:00,,,,,,,"{""EDA"": 3.9790000915527344, ""ECG"": -0.5109999775886536}"
2025-01-30T15:16:37.306723+00:00,,,,,,,"{""EDA"": 3.8580000400543213, ""ECG"": 0.6890000104904175}"
2025-01-30T15:16:37.307237+00:00,,,,,,,"{""EDA"": 3.4509999752044678, ""ECG"": 0.8309999704360962}"
2025-01-30T15:16:38.302895+00:00,,,,,,,"{""EDA"": 3.2070000171661377, ""ECG"": -0.31200000643730164}"
2025-01-30T15:16:38.302895+00:00,,,,,,,"{""EDA"": 2.7860000133514404, ""ECG"": -1.0360000133514404}"
2025-01-30T15:16:38.302895+00:00,,,,,,,"{""EDA"": 2.5209999084472656, ""ECG"": -0.12099999934434891}"
2025-01-30T15:16:38.304424+00:00,,,,,,,"{""EDA"": 2.132999897003174, ""ECG"": 0.9750000238418579}"
2025-01-30T15:16:38.304424+00:00,,,,,,,"{""EDA"": 1.9140000343322754, ""ECG"": 0.4560000002384186}"
2025-01-30T15:16:39.302470+00:00,,,,,,,"{""EDA"": 1.5299999713897705, ""ECG"": -0.7329999804496765}"
2025-01-30T15:16:39.303565+00:00,,,,,,,"{""EDA"": 1.2920000553131104, ""ECG"": -0.8019999861717224}"
2025-01-30T15:16:39.303565+00:00,,,,,,,"{""EDA"": 0.9100000262260437, ""ECG"": 0.27300000190734863}"
2025-01-30T15:16:39.305270+00:00,,,,,,,"{""EDA"": 0.734000027179718, ""ECG"": 0.9950000047683716}"
2025-01-30T15:17:23.100239+00:00,4,50,2050,4.22817755,2025-01-30T15:17:23.095972+00:00,,
